S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
252,SBI,25.95,413.00,418.00,409.50,410.01,409.50,0.51,0.00,412.45,"14,584.00",415.79,"6,015,123.30",110,-5.78,8.50,-1.39,2.08,-0.59,411.06,421.86,549.00,372.20
253,SBID83,29.20,"1,056.00","1,056.00","1,056.00","1,076.90","1,056.00",20.90,0.02,"1,076.90",1.00,"1,056.00","1,076.90",1,20.90,0.00,1.98,0.00,0.00,"1,092.25","1,083.51","1,147.40","1,025.00"
254,SBL,29.97,372.90,383.00,372.90,376.35,375.10,1.25,0.00,376.44,"109,978.00",380.32,"41,399,660.50",317,-3.97,10.10,-1.04,2.71,-0.02,309.23,308.20,408.00,261.00
255,SCB,31.02,658.00,658.00,630.50,639.98,640.00,-0.02,0.00,639.87,"27,289.00",647.13,"17,461,420.90",164,-7.15,27.50,-1.10,4.36,0.02,636.01,653.55,790.00,597.10
256,SCBD,29.96,"1,127.00","1,149.50","1,127.00","1,147.25","1,149.50",-2.25,0.00,"1,147.25",133.00,"1,127.00","152,584.30",4,20.25,22.50,1.80,2.00,0.00,"1,099.92",0.00,"1,157.30","1,060.90"
257,SDBD87,43.72,"1,069.00","1,080.00","1,069.00","1,079.94","1,080.00",-0.06,0.00,"1,077.80",255.00,"1,048.30","274,839.00",4,31.64,11.00,3.02,1.03,0.20,"1,067.60","1,044.07","1,120.00",981.10
258,SEF,46.53,11.33,11.34,11.12,11.13,11.24,-0.11,-0.01,11.25,"606,317.00",11.12,"6,819,521.73",90,0.01,0.22,0.09,1.98,-1.06,10.03,9.92,11.34,8.72
259,SFCL,29.75,465.30,474.00,465.30,470.67,471.00,-0.33,0.00,471.43,"21,089.00",470.72,"9,941,972.40",154,-0.05,8.70,-0.01,1.87,-0.16,518.82,576.20,"1,117.90",455.00
260,SFEF,25.53,10.40,10.40,10.23,10.23,10.23,0.00,0.00,10.27,"341,700.00",10.23,"3,510,113.80",52,0.00,0.17,0.00,1.66,-0.42,9.61,9.54,11.12,8.53
261,SFMF,29.03,11.07,11.25,10.95,10.99,10.95,0.04,0.00,11.08,"100,885.00",11.07,"1,118,308.75",23,-0.08,0.30,-0.72,2.74,-0.86,10.46,10.39,11.99,9.22
262,SGHC,25.78,410.00,410.00,395.20,396.88,398.00,-1.12,0.00,400.06,"31,291.00",410.47,"12,518,260.30",242,-13.59,14.80,-3.31,3.74,-0.80,473.66,482.76,649.50,351.90
263,SGIC,23.17,570.10,572.00,560.80,561.80,564.00,-2.20,0.00,565.17,"17,515.00",570.77,"9,898,910.70",212,-8.97,11.20,-1.57,2.00,-0.60,596.51,628.11,817.10,525.00
264,SHEL,23.54,300.00,306.00,298.00,299.24,300.00,-0.76,0.00,300.95,"279,912.00",302.43,"84,239,123.30",977,-3.19,8.00,-1.05,2.68,-0.57,276.43,268.75,347.80,222.10
265,SHINE,20.37,431.00,434.80,427.10,428.46,429.00,-0.54,0.00,429.25,"23,561.00",431.05,"10,113,510.10",159,-2.59,7.70,-0.60,1.80,-0.18,419.70,428.61,625.00,390.00
266,SHIVM,28.63,640.00,648.70,629.00,632.79,633.90,-1.11,0.00,634.30,"316,321.00",641.34,"200,643,873.40","1,416",-8.55,19.70,-1.33,3.13,-0.24,544.70,550.36,779.90,495.00
267,SHL,26.81,556.71,560.80,550.00,556.10,557.00,-0.90,0.00,556.87,"43,033.00",556.71,"23,963,695.50",195,-0.61,10.80,-0.11,1.96,-0.14,535.15,526.47,636.50,455.00
268,SHLB,26.79,"2,001.30","2,010.50","1,971.00","1,972.51","1,975.00",-2.49,0.00,"1,983.09","2,063.00","2,039.45","4,091,113.40",65,-66.94,39.50,-3.28,2.00,-0.54,"2,108.71","2,257.78","2,907.00","1,715.00"
269,SHPC,23.88,591.20,591.20,569.70,571.19,571.00,0.19,0.00,575.38,"176,115.00",579.62,"101,333,525.80",778,-8.43,21.50,-1.45,3.77,-0.73,555.48,542.70,684.90,438.10
270,SICL,27.24,759.80,767.00,752.10,754.28,756.00,-1.72,0.00,755.20,"11,674.00",759.79,"8,816,192.70",107,-5.51,14.90,-0.73,1.98,-0.12,773.42,789.63,"1,120.00",708.70
271,SIFC,23.54,531.00,531.00,518.20,520.91,520.10,0.81,0.00,521.49,"14,673.00",524.17,"7,651,842.80",114,-3.26,12.80,-0.62,2.47,-0.11,533.15,557.07,795.00,481.00
272,SIGS2,41.17,11.30,11.44,11.28,11.40,11.40,0.00,0.00,11.35,"229,516.00",11.30,"2,604,410.00",40,0.10,0.16,0.88,1.42,0.46,10.08,9.97,11.44,8.62
273,SIGS3,40.09,10.94,11.16,10.94,11.00,11.01,-0.01,0.00,11.02,"565,802.00",10.94,"6,232,387.80",50,0.06,0.22,0.55,2.01,-0.14,10.19,10.05,11.46,8.28
274,SIKLES,32.69,"1,160.00","1,163.00","1,032.40","1,032.51","1,032.50",0.01,0.00,"1,049.22","14,000.00","1,147.06","14,689,138.10",364,-114.55,130.60,-9.99,12.65,-1.62,"1,043.76",992.24,"1,475.00",637.00
275,SINDU,31.62,779.30,809.00,778.00,780.07,780.90,-0.83,0.00,782.68,"26,155.00",795.18,"20,470,878.50",339,-15.11,31.00,-1.90,3.98,-0.33,952.82,954.92,"1,482.00",510.00
276,SJCL,23.32,312.10,318.00,312.10,313.07,313.00,0.07,0.00,313.53,"16,387.00",315.48,"5,137,741.00",166,-2.41,5.90,-0.76,1.89,-0.15,329.03,340.46,442.00,302.00
277,SJLIC,23.63,442.00,443.00,438.00,438.53,438.50,0.03,0.00,440.13,"25,932.00",442.77,"11,413,375.00",279,-4.24,5.00,-0.96,1.14,-0.36,445.07,452.39,644.00,420.00
278,SKBBL,22.17,905.00,905.00,883.00,885.13,883.00,2.13,0.00,888.92,"27,146.00",900.60,"24,130,629.70",299,-15.47,22.00,-1.72,2.49,-0.43,826.62,845.41,"1,105.00",780.00
279,SLBBL,25.10,"1,032.00","1,032.00",992.00,"1,000.75",996.00,4.75,0.00,"1,006.95","26,551.00","1,022.77","26,735,650.40",320,-22.02,40.00,-2.15,4.03,-0.62,946.34,945.03,"1,250.00",780.00
280,SLBSL,30.57,"1,550.00","1,550.00","1,480.10","1,514.18","1,528.00",-13.82,-0.01,"1,499.83","10,203.00","1,523.63","15,302,773.20",110,-9.45,69.90,-0.62,4.72,0.95,"1,724.12","1,801.74","3,047.00","1,180.00"
281,SLCF,29.11,10.60,10.68,10.60,10.65,10.66,-0.01,0.00,10.64,"36,985.00",10.58,"393,410.25",32,0.07,0.08,0.66,0.75,0.12,9.86,9.77,11.18,8.75
282,SMATA,23.44,"1,015.00","1,077.00",980.00,999.38,990.00,9.38,0.01,"1,011.10","27,767.00","1,028.25","28,075,290.70",371,-28.87,97.00,-2.81,9.90,-1.17,856.73,861.12,"1,382.00",734.10
283,SMB,23.62,"2,419.99","2,419.99","2,351.70","2,354.93","2,351.70",3.23,0.00,"2,365.73",770.00,"2,419.99","1,821,612.80",30,-65.06,68.29,-2.69,2.90,-0.46,"2,416.62","2,550.19","4,026.20","1,690.00"
