SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
183,2024-10-29,"3,498.19","3,579.85","3,479.83",(13.56),(0.38 %),"3,975.49","1,585.22","1,283,275,602.60","1,662,666","11,010"
184,2024-10-28,"3,484.62","3,486.20","3,346.67",(116.68),(3.46 %),"3,975.49","1,585.22","1,536,241,863.80","1,869,546","11,607"
185,2024-10-27,"3,367.94","3,368.60","3,308.42",(37.16),(1.11 %),"3,975.49","1,585.22","1,204,825,870.40","1,510,858","9,022"
186,2024-10-24,"3,330.78","3,414.99","3,309.99",(-29.80),(-0.88 %),"3,975.49","1,585.22","1,038,843,751.75","1,344,938","10,335"
187,2024-10-23,"3,360.58","3,419.81","3,281.83",(76.23),(2.32 %),"3,975.49","1,585.22","1,677,461,678.40","2,174,774","12,103"
188,2024-10-22,"3,284.35","3,288.44","3,174.69",(96.78),(3.03 %),"3,975.49","1,585.22","597,595,598.50","774,718","5,908"
189,2024-10-21,"3,187.56","3,310.08","3,179.58",(-111.83),(-3.38 %),"3,975.49","1,585.22","771,322,985.90","993,634","8,390"
190,2024-10-20,"3,299.40","3,411.44","3,281.96",(-137.79),(-4.00 %),"3,975.49","1,585.22","1,229,471,229.10","1,467,559","10,684"
191,2024-10-17,"3,437.19","3,459.64","3,362.29",(17.60),(0.51 %),"3,975.49","1,585.22","799,793,294.60","967,443","6,748"
192,2024-10-16,"3,419.58","3,454.59","3,392.52",(29.24),(0.86 %),"3,975.49","1,585.22","748,026,630.00","890,696","6,871"
193,2024-10-15,"3,390.34","3,394.64","3,230.21",(149.61),(4.61 %),"3,975.49","1,585.22","698,257,905.90","844,076","5,524"
194,2024-10-09,"3,240.72","3,288.17","3,207.56",(1.66),(0.05 %),"3,975.49","1,585.22","540,096,667.89","598,679","4,460"
195,2024-10-08,"3,239.05","3,339.36","3,223.80",(-92.19),(-2.76 %),"3,975.49","1,585.22","623,227,218.10","698,082","5,890"
196,2024-10-07,"3,331.25","3,472.98","3,283.95",(-23.96),(-0.71 %),"3,975.49","1,585.22","1,001,994,155.90","1,159,607","9,464"
