SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
159,2024-12-09,104.22,104.64,102.83,(0.78),(0.76 %),122.74,69.81,"529,234,527.10","563,401","3,199"
160,2024-12-08,103.43,105.27,102.94,(-1.39),(-1.33 %),122.74,66.45,"540,893,054.90","644,917","3,681"
161,2024-12-05,104.83,106.12,103.98,(-0.95),(-0.90 %),122.74,65.90,"544,036,951.60","632,838","3,785"
162,2024-12-04,105.79,107.27,105.64,(-0.02),(-0.02 %),122.74,65.89,"477,730,786.93","576,388","3,650"
163,2024-12-03,105.81,107.16,105.60,(-0.44),(-0.41 %),122.74,65.89,"450,441,475.01","642,721","3,355"
164,2024-12-02,106.26,107.67,105.53,(0.64),(0.60 %),122.74,65.89,"499,785,087.30","659,867","3,517"
165,2024-12-01,105.61,107.83,104.75,(-1.23),(-1.15 %),122.74,65.89,"519,772,393.40","623,908","3,327"
166,2024-11-28,106.85,108.61,106.76,(-0.94),(-0.87 %),122.74,65.89,"450,085,206.00","609,899","3,295"
167,2024-11-27,107.79,108.39,106.55,(0.84),(0.79 %),122.74,65.89,"601,999,112.10","728,405","4,613"
168,2024-11-26,106.94,107.85,105.39,(1.20),(1.13 %),122.74,65.89,"513,008,747.40","644,572","4,056"
169,2024-11-25,105.74,106.23,104.32,(1.10),(1.05 %),122.74,65.89,"425,400,072.50","474,088","3,471"
170,2024-11-24,104.64,105.80,104.16,(0.09),(0.08 %),122.74,65.89,"694,325,422.60","830,582","4,797"
171,2024-11-21,104.55,106.22,104.15,(-0.95),(-0.90 %),122.74,65.89,"248,209,750.90","432,704","2,814"
172,2024-11-20,105.50,105.99,104.36,(0.21),(0.20 %),122.74,65.10,"247,559,463.30","426,376","2,606"
173,2024-11-19,105.29,108.52,104.93,(-2.09),(-1.95 %),122.74,65.10,"372,705,244.90","650,835","3,595"
174,2024-11-17,107.38,109.00,106.77,(0.18),(0.17 %),122.74,65.10,"316,355,438.10","516,673","3,174"
175,2024-11-14,107.19,108.57,106.85,(-0.03),(-0.03 %),122.74,65.10,"361,328,826.70","513,799","3,160"
176,2024-11-13,107.23,109.55,107.15,(-1.20),(-1.11 %),122.74,65.10,"219,842,069.70","332,889","2,330"
177,2024-11-12,108.44,110.29,107.88,(-0.38),(-0.35 %),122.74,65.10,"306,317,095.60","515,081","3,109"
178,2024-11-11,108.82,109.92,107.00,(1.38),(1.28 %),122.74,65.10,"541,805,553.40","905,321","4,385"
179,2024-11-10,107.44,107.44,104.98,(2.68),(2.56 %),122.74,65.00,"326,806,804.60","613,812","3,428"
180,2024-11-06,104.75,105.33,104.36,(-0.38),(-0.37 %),122.74,65.00,"116,500,385.30","198,823","1,677"
181,2024-11-05,105.14,106.49,104.89,(-0.04),(-0.04 %),122.74,63.84,"138,868,749.80","214,740","1,657"
182,2024-10-30,105.19,107.08,105.05,(-1.51),(-1.41 %),122.74,63.84,"539,447,144.50","734,491","2,826"
183,2024-10-29,106.70,107.01,105.13,(1.44),(1.36 %),122.74,63.84,"285,297,702.80","444,467","2,887"
184,2024-10-28,105.26,105.63,104.28,(0.91),(0.87 %),122.74,63.84,"177,194,041.80","270,202","1,960"
185,2024-10-27,104.35,105.08,104.10,(-0.18),(-0.17 %),122.74,63.84,"305,053,322.30","346,716","2,428"
186,2024-10-24,104.53,105.82,104.31,(-0.97),(-0.92 %),122.74,63.84,"216,321,883.10","399,029","2,497"
187,2024-10-23,105.51,107.15,105.10,(-0.38),(-0.35 %),122.74,63.84,"253,566,350.30","464,177","2,714"
188,2024-10-22,105.89,106.57,104.47,(0.97),(0.92 %),122.74,63.84,"255,519,289.30","440,201","2,822"
189,2024-10-21,104.92,108.09,104.84,(-2.71),(-2.51 %),122.74,63.84,"313,908,913.90","597,944","3,700"
190,2024-10-20,107.63,109.71,106.79,(-2.07),(-1.89 %),122.74,63.84,"361,790,193.90","714,065","4,051"
191,2024-10-17,109.71,111.55,108.91,(0.77),(0.71 %),122.74,63.84,"453,686,819.07","983,346","4,907"
192,2024-10-16,108.93,109.95,108.17,(0.75),(0.69 %),122.74,63.84,"299,419,716.40","498,730","3,004"
193,2024-10-15,108.17,108.24,106.55,(1.61),(1.52 %),122.74,63.84,"254,289,983.70","283,297","1,663"
194,2024-10-09,106.55,107.43,105.65,(-0.23),(-0.22 %),122.74,63.84,"225,776,564.40","334,101","2,035"
195,2024-10-08,106.79,109.05,106.57,(-1.57),(-1.45 %),122.74,63.84,"256,724,260.80","519,265","2,174"
196,2024-10-07,108.36,109.65,107.13,(1.56),(1.46 %),122.74,63.84,"603,658,108.36","770,545","3,997"
197,2024-10-06,106.80,106.91,103.88,(2.08),(1.99 %),122.74,63.84,"545,970,005.50","744,637","3,904"
198,2024-10-02,104.71,107.57,103.84,(-1.62),(-1.52 %),122.74,63.84,"499,921,048.60","751,396","4,814"
199,2024-10-01,106.34,106.34,100.72,(6.12),(6.10 %),122.74,63.84,"650,636,374.50","1,027,235","6,100"
200,2024-09-30,100.22,100.54,97.46,(2.40),(2.45 %),122.74,63.84,"397,212,219.90","477,419","3,740"
201,2024-09-29,97.81,99.59,96.78,(-1.38),(-1.40 %),122.74,63.84,"369,204,561.10","522,795","3,560"
202,2024-09-26,99.20,102.34,99.10,(-1.71),(-1.70 %),122.74,63.84,"357,535,858.20","525,916","3,656"
